coffeepk,lat,lon,name,city,state,street,rating,numofratings,tile
543,40.7146071,-73.9924298,"Happy Express Cafe, Inc.",New York,NY,Allen Street 6,0.0,0,13571_-24665
544,40.8066955,-73.9638287,Café East,New York,NY,Unknown Street,0.0,0,13602_-24655
545,40.8067796,-73.9637662,Blue Java,New York,NY,Unknown Street,0.0,0,13602_-24655
547,40.8071136,-73.9649082,Starbucks,New York,NY,Broadway 2929,0.0,0,13602_-24655
548,40.7792964,-73.9533764,Le Pain Quotidien,New York,NY,3rd Avenue 1535,0.0,0,13593_-24652
549,40.7761994,-73.9815882,Noi Due Cafe,New York,NY,West 69th Street 143,0.0,0,13592_-24661
550,40.7027759,-74.012773,Starbucks,New York,NY,Unknown Street,0.0,0,13567_-24671
551,40.7715971,-73.9611763,Colomba Coffee,New York,NY,Lexington Avenue 1031,0.0,0,13590_-24654
552,40.7035005,-74.0129805,Flavors,New York,NY,Whitehall Street 27,0.0,0,13567_-24671
553,40.7061538,-74.0128132,Gregory’s Coffee,New York,NY,Broadway 42,0.0,0,13568_-24671
554,40.711896,-74.0005122,Madison Bagel & Grill,New York,NY,Madison Street 5,0.0,0,13570_-24667
555,40.707216,-74.008596,Koyzina Kafe,New York,NY,William Street 62,0.0,0,13569_-24670
556,40.7090861,-74.0070176,Open Kitchen,New York,NY,Unknown Street,0.0,0,13569_-24670
557,40.711246,-74.0063142,Variety Coffee,New York,NY,Nassau Street 140,0.0,0,13570_-24669
558,40.7102157,-74.0057019,Dante’s,New York,NY,William Street 166,0.0,0,13570_-24669
559,40.7093091,-74.0068103,BentOn Cafe,New York,NY,Unknown Street,0.0,0,13569_-24669
560,40.7095297,-74.0119738,Lazzaro,New York,NY,Trinity Place 110,0.0,0,13569_-24671
561,40.7094109,-74.0120305,Hank’s Pizza,New York,NY,Trinity Place 110,0.0,0,13569_-24671
562,40.7083708,-74.0074301,Starbucks,New York,NY,William Street 100,0.0,0,13569_-24670
563,40.7070318,-74.0080353,Pita Press,New York,NY,Cedar Street 25,0.0,0,13569_-24670
564,40.7082492,-74.0101892,Manon Cafe,New York,NY,Unknown Street,0.0,0,13569_-24671
565,40.7073322,-74.0059333,Sons of Thunder,New York,NY,Pearl Street 225,0.0,0,13569_-24669
566,40.7113076,-74.016162,Le Pain Quotidien,New York,NY,Unknown Street,0.0,0,13570_-24673
567,40.8442897,-73.9424117,Hilltop Perk,New York,NY,Haven Avenue 83,0.0,0,13614_-24648
568,40.758148,-73.9824848,Starbucks,New York,NY,6th Avenue 1185,0.0,0,13586_-24661
569,40.7596521,-73.9852254,Starbucks,New York,NY,Broadway 1585,0.0,0,13586_-24662
570,40.7154345,-74.01633,Le Pain Quotidien,New York,NY,Unknown Street,0.0,0,13571_-24673
571,40.7202527,-73.9983375,Maman,New York,NY,Centre Street 239,0.0,0,13573_-24667
572,40.7433245,-73.9901642,Maman,New York,NY,Unknown Street,0.0,0,13581_-24664
573,40.7544586,-73.9764655,Moka Matcha,New York,NY,East 45th Street 81,0.0,0,13584_-24659
574,40.7606732,-73.985793,Masseria Caffe & Bakery,New York,NY,Unknown Street,0.0,0,13586_-24662
575,40.7589838,-73.9901759,St Kilda Coffee,New York,NY,Unknown Street,0.0,0,13586_-24664
576,40.7430002,-73.9966979,Matto Espresso,New York,NY,7th Avenue 188,0.0,0,13581_-24666
577,40.7572238,-73.9807255,Robusta Espresso Bar,New York,NY,West 47th Street 44,0.0,0,13585_-24661
578,40.7186713,-74.0005149,Kaigo Coffee Room,New York,NY,Lafayette Street 120C,0.0,0,13572_-24667
579,40.7294715,-73.9844822,Veniero's Pasticceria & Caffé,New York,NY,East 11th Street 342,0.0,0,13576_-24662
580,40.7913646,-73.9513622,Superior Café,New York,NY,Madison Avenue 1490,0.0,0,13597_-24651
581,40.7541518,-73.9861387,Le Café Coffee,New York,NY,Broadway 1440,0.0,0,13584_-24663
582,40.7603546,-73.9611323,Starbucks,New York,NY,1st Avenue 1102,0.0,0,13586_-24654
583,40.7681491,-73.9853167,Birch Coffee,New York,NY,9th Avenue 884,0.0,0,13589_-24662
584,40.7108654,-74.0059234,Birch Coffee,New York,NY,Spruce Street 8,0.0,0,13570_-24669
585,40.7535315,-73.9874051,Heytea,New York,NY,Broadway 1407,0.0,0,13584_-24663
586,40.7378288,-74.0047228,Rebel Coffee,New York,NY,8th Avenue 19,0.0,0,13579_-24669
587,40.7153768,-73.9980301,Mango Mango,New York,NY,Bayard Street 63,0.0,0,13571_-24667
588,40.7291946,-73.9886324,Mango Mango Dessert,New York,NY,Saint Marks Place 23,0.0,0,13576_-24663
589,40.7191116,-73.9963326,Yaya Tea,New York,NY,Grand Street 206,0.0,0,13573_-24666
590,40.7632811,-73.9939987,Jolly Goat Coffee,New York,NY,West 47th Street 515,0.0,0,13587_-24665
591,40.7566505,-73.9841404,cafe un deux trois,New York,NY,Unknown Street,0.0,0,13585_-24662
592,40.7435856,-74.0032089,Stone Street Coffee Company,New York,NY,Unknown Street,0.0,0,13581_-24668
593,40.7224336,-74.0034695,Sanctuary T,New York,NY,Unknown Street,0.0,0,13574_-24668
594,40.7099202,-74.0091218,CoCo Fresh Tea & Juice,New York,NY,John Street 12,0.0,0,13569_-24670
595,40.766411,-73.991661,La Bergamote,New York,NY,West 52nd Street 515,0.0,0,13588_-24664
596,40.7627635,-73.9779699,Joe & The Juice,New York,NY,6th Avenue 1350,0.0,0,13587_-24660
597,40.7288312,-73.9866503,Cabin on 9th,New York,NY,East 9th Street 312,0.0,0,13576_-24663
598,40.7278638,-74.001067,Banter,New York,NY,Sullivan Street 169,0.0,0,13575_-24668
599,40.7632916,-73.9626295,B&B Bagels,New York,NY,2nd Avenue 1201,0.0,0,13587_-24655
600,40.7928702,-73.9410205,Raspberry Deli & Grocery,New York,NY,2nd Avenue 2127,0.0,0,13597_-24648
601,40.7635715,-73.9670304,Pick a Bagel,New York,NY,Lexington Avenue 785,0.0,0,13587_-24656
602,40.7657733,-73.9657807,Panda Bubble Tea,New York,NY,Lexington Avenue 858,0.0,0,13588_-24656
603,40.71729,-73.9996503,Sweets Bakery,New York,NY,Walker Street 131,0.0,0,13572_-24667
604,40.7347592,-73.9925643,Nutella café,New York,NY,Unknown Street,0.0,0,13578_-24665
605,40.748044,-73.9873353,caffé bene,New York,NY,West 32nd Street 39,0.0,0,13582_-24663
606,40.7252668,-73.984294,Juicy Lucy,New York,NY,Avenue A 85,0.0,0,13575_-24662
607,40.7473548,-73.9862282,Paris Baguette,New York,NY,West 32nd Street 6,0.0,0,13582_-24663
608,40.7119876,-73.9945141,A2Z Dominican,New York,NY,Market Street 47,0.0,0,13570_-24665
609,40.7138584,-73.990386,12 Corners,New York,NY,East Broadway 155,0.0,0,13571_-24664
610,40.7197029,-73.9884286,Caffè Vita,New York,NY,Ludlow Street 124,0.0,0,13573_-24663
611,40.7200481,-73.9902485,Joey Bats Café,New York,NY,Allen Street 129,0.0,0,13573_-24664
612,40.7208818,-73.9898439,Kabisera,New York,NY,Allen Street 151,0.0,0,13573_-24664
613,40.765555,-73.9655855,Hale and Hearty Soups,New York,NY,Lexington Avenue 849,0.0,0,13588_-24656
614,40.7788421,-73.9558617,Variety Coffee Roasters,New York,NY,Lexington Avenue 1269,0.0,0,13592_-24652
615,40.745206,-73.9946116,Variety Coffee Roasters,New York,NY,7th Avenue 261,0.0,0,13581_-24665
616,40.7151944,-73.9975111,ViVi Bubble Tea,New York,NY,Bayard Street 49,0.0,0,13571_-24666
617,40.7438479,-73.9954656,ViVi Bubble Tea,New York,NY,West 23rd Street 170,0.0,0,13581_-24666
618,40.7474567,-73.9865203,Gong Cha,New York,NY,West 32nd Street 12,0.0,0,13582_-24663
619,40.7156257,-73.9982259,Chicha San Chen NY,New York,NY,Bayard Street 72,0.0,0,13571_-24667
620,40.7136566,-73.9974429,ViVi Bubble Tea,New York,NY,East Broadway 2,0.0,0,13571_-24666
621,40.7823302,-73.9811871,Mille-Feuille Bakery Cafe,New York,NY,Broadway 2173,0.0,0,13594_-24661
622,40.7105042,-74.0091441,Gong Cha,New York,NY,Fulton Street 200,0.0,0,13570_-24670
623,40.7906349,-73.9519553,Starbucks,New York,NY,Unknown Street,0.0,0,13596_-24651
624,40.7871321,-73.9544023,Starbucks,New York,NY,Madison Avenue 1378,0.0,0,13595_-24652
625,40.7204867,-73.9842269,Koneko Cat Cafe,New York,NY,Clinton Street 26,0.0,0,13573_-24662
626,40.7429857,-73.9733767,Kimmel Bar,New York,NY,Unknown Street,0.0,0,13580_-24658
627,40.7312029,-73.9899196,Irving Farm New York,New York,NY,East 10th Street 79,0.0,0,13577_-24664
628,40.7620218,-73.9803454,Cafe 53,New York,NY,Unknown Street,0.0,0,13587_-24661
629,40.7463142,-73.9799924,Utopia Bagels,New York,NY,East 34th Street 120,0.0,0,13582_-24660
630,40.7776871,-73.9783679,Tap NYC,New York,NY,Columbus Avenue 267,0.0,0,13592_-24660
631,40.7431214,-73.9802602,16 Handles,New York,NY,Unknown Street,0.0,0,13581_-24661
632,40.7541973,-73.9738747,Dae Dae,New York,NY,Lexington Avenue 485,0.0,0,13584_-24658
633,40.7363825,-74.0060719,MeMe,New York,NY,Hudson Street 581,0.0,0,13578_-24669
634,40.7716285,-73.9657301,Ralph's Coffee,New York,NY,Madison Avenue 888,0.0,0,13590_-24656
635,40.7734593,-73.9598061,Starbucks,New York,NY,Lexington Avenue 1095,0.0,0,13591_-24654
636,40.7443305,-73.976439,Charlotte Cafe,New York,NY,Unknown Street,0.0,0,13581_-24659
637,40.7298631,-73.9873007,787 Coffee,New York,NY,Unknown Street,0.0,0,13576_-24663
638,40.7422489,-73.9831597,Black Press Coffee,New York,NY,Lexington Avenue 100,0.0,0,13580_-24662
639,40.7231443,-73.9947458,Café Gitane,New York,NY,Mott Street 242,0.0,0,13574_-24665
640,40.7295309,-74.0015887,Porto Rico Importing Co.,New York,NY,Bleecker Street 201,0.0,0,13576_-24668
641,40.7685868,-73.9826634,Tartinery,New York,NY,Columbus Circle 10,0.0,0,13589_-24661
642,40.758854,-73.9883847,Sugar Factory,New York,NY,8th Avenue 694,0.0,0,13586_-24663
643,40.7443072,-73.9861386,Bourke Street Bakery,New York,NY,East 28th Street 15,0.0,0,13581_-24663
644,40.7402583,-73.9896881,Joe & the Juice,New York,NY,Broadway 929,0.0,0,13580_-24664
645,40.7303245,-73.9895846,ViVi Bubble Tea,New York,NY,3rd Avenue 30,0.0,0,13576_-24664
646,40.7286956,-73.9787601,B Cup Café,New York,NY,Avenue B 512,0.0,0,13576_-24660
647,40.7643238,-73.9887289,The Coffee Pot,New York,NY,West 51st Street 403,0.0,0,13588_-24663
648,40.7518367,-73.9902569,Starbucks,New York,NY,7th Avenue 462,0.0,0,13583_-24664
649,40.8157311,-73.9451417,Acts III Bagels,New York,NY,West 135th Street 236,0.0,0,13605_-24649
650,40.7398248,-73.977416,Proof Coffee Roasters,New York,NY,Unknown Street,0.0,0,13579_-24660
651,40.7639054,-73.977729,Zibetto Espresso Bar,New York,NY,6th Avenue 1385,0.0,0,13587_-24660
652,40.7472769,-73.9750012,Unknown Coffee Shop,New York,NY,Unknown Street,0.0,0,13582_-24659
653,40.8029397,-73.956201,Cafe Frederick,New York,NY,Frederick Douglass Boulevard 2104,0.0,0,13600_-24653
654,40.7335428,-74.0039268,Matchaful,New York,NY,Christopher Street 87,0.0,0,13577_-24668
655,40.7149012,-73.9986222,Miss Du’s Tea Shop,New York,NY,Pell Street 33,0.0,0,13571_-24667
656,40.7263237,-73.9838601,787 Coffee Co.,New York,NY,East 7th Street 131,0.0,0,13575_-24662
657,40.7340227,-74.0005435,ad hoc collective coffee + shoppe,New York,NY,Christopher Street 15,0.0,0,13578_-24667
658,40.7602787,-73.9907472,Bird & Branch,New York,NY,West 45th Street 359,0.0,0,13586_-24664
659,40.7531459,-73.9851227,Starbucks,New York,NY,6th Avenue 1040,0.0,0,13584_-24662
660,40.7177214,-73.992045,The Grand Daddy,New York,NY,Grand Street 290,0.0,0,13572_-24665
661,40.7627483,-73.9738435,Blue Box Cafe - Tiffany,New York,NY,5th Avenue 727,0.0,0,13587_-24658
662,40.7522199,-74.0017007,Think Coffee,New York,NY,West 30th Street 500,0.0,0,13584_-24668
663,40.7462448,-73.9894965,Paper,New York,NY,Unknown Street,0.0,0,13582_-24664
664,40.7456554,-73.9880474,Stumptown Coffee Roasters,New York,NY,Unknown Street,0.0,0,13581_-24663
665,40.735804,-73.9926767,Le Café coffee,New York,NY,Unknown Street,0.0,0,13578_-24665
666,40.7541498,-73.9787021,Le Pain Quotidien,New York,NY,Unknown Street,0.0,0,13584_-24660
667,40.7555697,-73.9802192,Starbucks,New York,NY,West 45th 2,0.0,0,13585_-24661
668,40.7578879,-73.9831141,For five coffee roasters,New York,NY,Unknown Street,0.0,0,13585_-24662
669,40.7570592,-73.9811663,Starbucks,New York,NY,West 46th Street 55,0.0,0,13585_-24661
670,40.756182,-73.9810387,Manhattan,New York,NY,Unknown Street,0.0,0,13585_-24661
671,40.7358148,-73.9976834,O Café,New York,NY,Unknown Street,0.0,0,13578_-24666
672,40.7326818,-73.9902436,Paradis,New York,NY,4th Avenue 114,0.0,0,13577_-24664
673,40.7347019,-73.9929545,Blue stripes,New York,NY,Unknown Street,0.0,0,13578_-24665
674,40.739814,-73.999021,Yanni's coffee,New York,NY,Unknown Street,0.0,0,13579_-24667
675,40.757132,-73.9733698,Church Cafe Outside,New York,NY,Unknown Street,0.0,0,13585_-24658
676,40.7571723,-73.9734536,Inside Park at St. Beet’s,New York,NY,Unknown Street,0.0,0,13585_-24658
677,40.7581131,-73.974725,Pomme Palais Bakery and Coffee,New York,NY,East 51st Street 30,0.0,0,13586_-24659
678,40.715754,-74.003128,Starbucks,New York,NY,Worth Street 111,0.0,0,13571_-24668
679,40.7508895,-73.9978633,Cafe Bravo,New York,NY,Unknown Street,0.0,0,13583_-24666
680,40.754399,-73.993352,The People's Forum,New York,NY,West 37th Street 320,0.0,0,13584_-24665
681,40.7676839,-73.9528947,Claire's Kitchen Cafe,New York,NY,Unknown Street,0.0,0,13589_-24651
682,40.7654726,-73.9581504,MATTO,New York,NY,East 68th Street 359,0.0,0,13588_-24653
683,40.7663291,-73.9599375,Gotham Café,New York,NY,2nd Avenue 1298,0.0,0,13588_-24654
684,40.7526738,-73.9950505,Starbucks,New York,NY,West 34th Street 330,0.0,0,13584_-24666
685,40.7700555,-73.9516342,Zuri Coffee,New York,NY,York Avenue 1443,0.0,0,13590_-24651
686,40.7716694,-73.9529322,East Side Bagel Cafe,New York,NY,1st Avenue 1496,0.0,0,13590_-24651
687,40.7327461,-73.9883025,Everyman Espresso,New York,NY,East 13th Street 134,0.0,0,13577_-24663
688,40.7138499,-73.9908808,Kopitiam Malaysian Coffee,New York,NY,East Broadway 151,0.0,0,13571_-24664
689,40.7276892,-74.0004432,Unknown Coffee Shop,New York,NY,Unknown Street,0.0,0,13575_-24667
690,40.7592498,-73.9527737,Jupioca,New York,NY,Main Street 455,0.0,0,13586_-24651
691,40.7418737,-73.9933052,Starbucks,New York,NY,6th Avenue 684,0.0,0,13580_-24665
692,40.7598078,-73.9876125,Patis,New York,NY,Unknown Street,0.0,0,13586_-24663
693,40.7635914,-73.9947575,Sullivan Street Bakery,New York,NY,Unknown Street,0.0,0,13587_-24665
694,40.783644,-73.9777252,Bluestone Lane,New York,NY,Amsterdam Avenue 417,0.0,0,13594_-24660
695,40.7646846,-73.9665681,Starbucks,New York,NY,Lexington Avenue 822,0.0,0,13588_-24656
696,40.7742751,-73.9808432,The Migrant Kitchen,New York,NY,Columbus Avenue 159,0.0,0,13591_-24661
697,40.7399793,-73.9841814,Smile To Go,New York,NY,Lexington Avenue 23,0.0,0,13579_-24662
698,40.7429989,-74.007331,Hearth on the High Line,New York,NY,High Line,0.0,0,13580_-24670
699,40.7491928,-73.9751891,Starbucks,New York,NY,3rd Avenue 605,0.0,0,13583_-24659
700,40.7473146,-74.0046803,Juban,New York,NY,Unknown Street,0.0,0,13582_-24669
701,40.7795881,-73.9774283,Da Capo,New York,NY,Columbus Avenue 322,0.0,0,13593_-24660
702,40.7178852,-74.0002468,Spring Cafe,New York,NY,Centre Street 153,0.0,0,13572_-24667
703,40.7213951,-73.9880234,Bonsai Kakigori,New York,NY,Unknown Street,0.0,0,13573_-24663
704,40.7272465,-73.9866334,Setsugekka,New York,NY,East 7th Street 74,0.0,0,13575_-24663
705,40.7064892,-74.0041271,Beatnic,New York,NY,Front Street 181,0.0,0,13568_-24669
706,40.7071884,-74.0030763,Big Gay Ice Cream,New York,NY,Unknown Street,0.0,0,13569_-24668
707,40.7474576,-73.9917001,Hanamizuki,New York,NY,West 29th Street 143,0.0,0,13582_-24664
708,40.7180129,-74.0019883,Sawada Coffee,New York,NY,Cortlandt Alley 33,0.0,0,13572_-24668
709,40.7700367,-73.9623088,Joe & The Juice,New York,NY,Unknown Street,0.0,0,13590_-24655
710,40.7189073,-73.9901737,Rise Brewing Company,New York,NY,Delancey Street 79,0.0,0,13572_-24664
711,40.7169602,-73.9947013,Bambu,New York,NY,Hester Street 124,0.0,0,13572_-24665
712,40.7512579,-73.9743148,Joe The Juice Coffee,New York,NY,3rd Avenue,0.0,0,13583_-24659
713,40.7416427,-73.9903239,Starbucks,New York,NY,West 23rd Street 14,0.0,0,13580_-24664
714,40.769443,-73.958137,Kravé Cafe and Juice Bar,New York,NY,2nd Avenue 1399,0.0,0,13589_-24653
715,40.7398896,-73.9821488,Sunflower Cafe,New York,NY,3rd Avenue 335,0.0,0,13579_-24661
716,40.7643995,-73.969084,Sant Ambroeus,New York,NY,Unknown Street,0.0,0,13588_-24657
717,40.771859,-73.9592877,Joe & The Juice,New York,NY,Unknown Street,0.0,0,13590_-24654
718,40.7210501,-73.997846,Despaña,New York,NY,Broome Street 408,0.0,0,13573_-24666
719,40.7177378,-74.0000133,Kung Fu Tea,New York,NY,Unknown Street,0.0,0,13572_-24667
720,40.7792219,-73.9479072,Mellow Yellow Coffee & Vibes,New York,NY,1st Avenue 1729,0.0,0,13593_-24650
721,40.7330316,-73.9809522,Starbucks,New York,NY,1st Avenue 286,0.0,0,13577_-24661
722,40.757792,-73.9796085,Starbucks,New York,NY,West 48th Street 28,0.0,0,13585_-24660
723,40.7565007,-73.9778114,Cafe Alice,New York,NY,Unknown Street,0.0,0,13585_-24660
724,40.7568104,-73.9811459,Café Cello,New York,NY,Unknown Street,0.0,0,13585_-24661
725,40.7588628,-73.9789097,Starbucks,New York,NY,Unknown Street,0.0,0,13586_-24660
726,40.7984981,-73.9686236,Picky Barista,New York,NY,Broadway 2680,0.0,0,13599_-24657
727,40.7618661,-73.9730709,Unknown Coffee Shop,New York,NY,Unknown Street,0.0,0,13587_-24658
728,40.7238897,-73.9967151,T2 tea,New York,NY,Unknown Street,0.0,0,13574_-24666
729,40.791353,-73.9725728,Edgar's Cafe,New York,NY,Amsterdam Avenue 650,0.0,0,13597_-24658
730,40.78367,-73.9781784,Sandwell,New York,NY,Amsterdam Avenue 412,0.0,0,13594_-24660
731,40.7880551,-73.9537505,Joe & The Juice,New York,NY,Madison Avenue 1400,0.0,0,13596_-24652
732,40.7414369,-73.9744358,Argo Tea,New York,NY,Unknown Street,0.0,0,13580_-24659
733,40.807773,-73.9531593,Zoe Café and Hookah Lounge,New York,NY,Unknown Street,0.0,0,13602_-24652
734,40.7306776,-73.9952135,Kung Fu Tea,New York,NY,Waverly Place 31,0.0,0,13576_-24666
735,40.7710875,-73.9905939,Li'l Jay's Cafe,New York,NY,11th Avenue 860,0.0,0,13590_-24664
736,40.7404201,-73.9859376,Paris Baguette,New York,NY,Park Avenue South 303,0.0,0,13580_-24662
737,40.7377576,-73.9878579,Union Square Cafe,New York,NY,Park Avenue South 235,0.0,0,13579_-24663
738,40.7295928,-73.9788241,Kijitora,New York,NY,East 14th Street 534,0.0,0,13576_-24660
739,40.7482654,-73.9884306,Biao Sugar,New York,NY,Broadway 1271,0.0,0,13582_-24663
740,40.7442688,-73.9891139,Dr. Smood,New York,NY,Broadway 1151,0.0,0,13581_-24664
741,40.8072257,-73.9596805,Publique,New York,NY,West 118th Street 420,0.0,0,13602_-24654
742,40.7691681,-73.9882442,Starbucks,New York,NY,West 57th Street 475,0.0,0,13589_-24663
743,40.7728466,-73.9898648,Starbucks,New York,NY,West End Avenue 21,0.0,0,13590_-24664
744,40.8058245,-73.9412641,Serengeti Teas & Spices,New York,NY,22,0.0,0,13601_-24648
745,40.7483337,-73.9937884,Ninth Street Espresso,New York,NY,West 29th Street 221,0.0,0,13582_-24665
746,40.740175,-73.9868031,Starbucks,New York,NY,Park Avenue South 304,0.0,0,13580_-24663
747,40.7402786,-73.9870432,Spin,New York,NY,East 23rd Street 48,0.0,0,13580_-24663
748,40.7407221,-73.9880906,Snowfox Cafe,New York,NY,East 23rd Street 24,0.0,0,13580_-24663
749,40.7408507,-74.0033241,Terremoto Coffee,New York,NY,West 15th Street 328,0.0,0,13580_-24668
750,40.7553536,-73.9564818,The Café @ Cornell Tech,New York,NY,West Loop Road 2,0.0,0,13585_-24653
751,40.7202081,-74.0021478,La Mercerie,New York,NY,Howard Street 53,0.0,0,13573_-24668
752,40.7189613,-73.9859844,Bluestockings,New York,NY,Suffolk Street 116,0.0,0,13572_-24662
753,40.7383947,-73.9825269,Pick a Bagel,New York,NY,Unknown Street,0.0,0,13579_-24661
754,40.7190027,-73.9973094,Caffè Palermo,New York,NY,Mulberry Street 148,0.0,0,13573_-24666
755,40.7171319,-73.9981749,Tiger Sugar,New York,NY,Canal Street 197,0.0,0,13572_-24667
756,40.7364893,-73.9784178,Starbucks,New York,NY,East 23rd st 400,0.0,0,13578_-24660
757,40.7222054,-73.9821254,Gaia Italian Cafè,New York,NY,East 3rd Street 226,0.0,0,13574_-24661
758,40.7832576,-73.9475535,Madame Bonté Café,New York,NY,2nd Avenue 1834,0.0,0,13594_-24650
759,40.7189751,-73.9947937,Prince Tea House,New York,NY,Bowery 134,0.0,0,13572_-24665
760,40.7515183,-73.9949349,Starbucks,New York,NY,West 31st Street 383,0.0,0,13583_-24665
761,40.7727091,-73.9816717,Le Pain Quotidien,New York,NY,West 65th Street 60,0.0,0,13590_-24661
762,40.7753173,-73.9563154,Modern Bread and Bagel,New York,NY,3rd Avenue 1427,0.0,0,13591_-24653
763,40.7773359,-73.9615905,E.A.T.,New York,NY,Madison Avenue 1064,0.0,0,13592_-24654
764,40.717267,-73.9925517,S. Wan Cafe,New York,NY,Unknown Street,0.0,0,13572_-24665
765,40.7780161,-73.978577,Black Press Coffee,New York,NY,Columbus Avenue 274,0.0,0,13592_-24660
766,40.7452485,-73.9822953,Starbucks,New York,NY,Park Avenue South 424,0.0,0,13581_-24661
767,40.7594589,-73.9700026,Starbucks,New York,NY,Lexington Avenue 655,0.0,0,13586_-24657
768,40.7567499,-73.9726202,Starbucks,New York,NY,Lexington Avenue 560,0.0,0,13585_-24658
769,40.7529752,-73.9747483,Ground Central,New York,NY,Lexington Avenue,0.0,0,13584_-24659
771,40.7514356,-73.9764854,Gregorys Coffee,New York,NY,Unknown Street,0.0,0,13583_-24659
772,40.7197342,-73.9991471,Starbucks,New York,NY,Lafayette 157,0.0,0,13573_-24667
773,40.7935231,-73.9705072,PlantShed New York Flowers,New York,NY,Amsterdam Avenue 723,0.0,0,13597_-24657
774,40.7941755,-73.9710563,green lane coffee,New York,NY,West 96th Street 204,0.0,0,13598_-24658
775,40.7137611,-74.009094,Starbucks,New York,NY,Church Street 120,0.0,0,13571_-24670
776,40.7211682,-74.0085684,Interlude,New York,NY,Unknown Street,0.0,0,13573_-24670
777,40.7526793,-73.992874,Starbucks,New York,NY,8th Avenue 494,0.0,0,13584_-24665
778,40.7534341,-73.9928127,Essen,New York,NY,8th Avenue 519,0.0,0,13584_-24665
779,40.7579172,-73.9890503,The Times Eatery,New York,NY,8th Avenue 680,0.0,0,13585_-24664
780,40.7942067,-73.9724815,Charlotte Cafe,New York,NY,Broadway 2541,0.0,0,13598_-24658
781,40.7368812,-73.9848111,Eleni's Goods,New York,NY,3rd Avenue 238,0.0,0,13578_-24662
782,40.7853877,-73.9791671,Royal Coffee,New York,NY,Broadway 2263,0.0,0,13595_-24660
783,40.7898312,-73.9482267,Frenchy Cafe,New York,NY,East 102nd Street 129,0.0,0,13596_-24650
784,40.7180873,-74.001073,Heytea,New York,NY,Lafayette Street 106,0.0,0,13572_-24668
785,40.7749318,-73.9480822,Black Star Bakery & Cafe,New York,NY,York Avenue 1597,0.0,0,13591_-24650
786,40.7655854,-73.981766,Joe & The Juice,New York,NY,Broadway 1758,0.0,0,13588_-24661
787,40.7743106,-73.98082,Starbucks,New York,NY,Columbus Avenue 159,0.0,0,13591_-24661
788,40.7741425,-73.9814385,Le Botaniste,New York,NY,Columbus Avenue 156,0.0,0,13591_-24661
789,40.7523935,-73.9735028,Little Collins,New York,NY,3rd Avenue 708,0.0,0,13584_-24658
790,40.7476872,-73.9864866,Grace Street,New York,NY,West 32nd Street 17,0.0,0,13582_-24663
791,40.7381183,-73.9838989,Think Coffee,New York,NY,3rd Avenue 280,0.0,0,13579_-24662
792,40.7092166,-74.0141592,Starbucks,New York,NY,Carlisle Street 15,0.0,0,13569_-24672
793,40.719582,-74.0084712,Cafe Atelier,New York,NY,Hudson Street 112,0.0,0,13573_-24670
794,40.7132893,-74.0096484,Salad Box,New York,NY,Unknown Street,0.0,0,13571_-24670
795,40.7538538,-73.9868085,Cook,New York,NY,Broadway 1412,0.0,0,13584_-24663
796,40.7543258,-73.9871718,Starbucks,New York,NY,Broadway 1411,0.0,0,13584_-24663
797,40.7169447,-73.994646,one cup tea,New York,NY,Hester Street 124,0.0,0,13572_-24665
798,40.7148605,-74.0059829,Starbucks,New York,NY,Broadway 291,0.0,0,13571_-24669
799,40.7535964,-73.9992946,Starbucks,New York,NY,West 33rd Street 450,0.0,0,13584_-24667
800,40.7145719,-74.0171487,Laughing Man,New York,NY,Unknown Street,0.0,0,13571_-24673
801,40.713932,-74.0164953,Cicci Di Carne,New York,NY,Unknown Street,0.0,0,13571_-24673
802,40.7836736,-73.9523572,Bread N Wine,New York,NY,Lexington Avenue 1417,0.0,0,13594_-24651
803,40.7486986,-73.9778705,Lucid Cafe,New York,NY,Lexington Avenue 311,0.0,0,13582_-24660
804,40.7302461,-73.9904206,Bluestone Lane,New York,NY,Unknown Street,0.0,0,13576_-24664
805,40.7476635,-73.9864189,Tea Makers,New York,NY,West 32nd Street 15,0.0,0,13582_-24663
806,40.7297115,-73.9909671,Astor Plate,New York,NY,Unknown Street,0.0,0,13576_-24664
807,40.7282924,-73.9891267,Le Petit Parisien,New York,NY,Unknown Street,0.0,0,13576_-24664
808,40.7317675,-74.0064128,Oscar's Place,New York,NY,Unknown Street,0.0,0,13577_-24669
809,40.7234822,-73.9886664,The Lazy Llama Coffee Bar,New York,NY,East 1st Street 72,0.0,0,13574_-24663
810,40.7656124,-73.9570688,Yia Yia's Homemade Greek Food,New York,NY,East 69th Street 404,0.0,0,13588_-24653
811,40.7306929,-73.9858959,Tompkins Square Bagels,New York,NY,2nd Avenue 184,0.0,0,13576_-24662
812,40.768414,-73.9588952,Matto Espresso,New York,NY,2nd Avenue 1353,0.0,0,13589_-24653
814,40.810303,-73.9526624,Starbucks,New York,NY,Saint Nicholas Avenue 284,0.0,0,13603_-24651
816,40.7507114,-73.9868695,Brasserie Toast Cafe,New York,NY,6th Avenue 968,0.0,0,13583_-24663
817,40.7672671,-73.9592472,Vivi Bubble Tea,New York,NY,2nd Avenue 1324,0.0,0,13589_-24654
818,40.781057,-73.9525772,Marathon Coffee,New York,NY,3rd Avenue 1592,0.0,0,13593_-24651
