coffeepk,lat,lon,name,city,state,street,rating,numofratings,tile
1088,40.755991,-73.9904415,Starbucks,New York,NY,8th Avenue 620,0.0,0,13585_-24664
1089,40.7278978,-73.9792841,Hi-Note,New York,NY,Unknown Street,0.0,0,13575_-24660
1090,40.7663014,-73.9573166,Hawa,New York,NY,1st Avenue 1293,0.0,0,13588_-24653
1091,40.7605195,-73.9908845,Matto Espresso,New York,NY,9th Avenue 646,0.0,0,13586_-24664
1092,40.7604588,-73.9909339,Juice Generation,New York,NY,9th Avenue 644,0.0,0,13586_-24664
1093,40.7293401,-74.0049942,Starbucks Pickup,New York,NY,Varick Street 230,0.0,0,13576_-24669
1094,40.7335751,-73.9897,Love Mi Yogurt,New York,NY,4th Avenue 133,0.0,0,13577_-24664
1095,40.7609179,-73.9823212,Kopifellas,New York,NY,Fifth Avenue 80,0.0,0,13586_-24661
1096,40.7743341,-73.9555786,787 Coffee,New York,NY,East 80th Street 228,0.0,0,13591_-24652
1097,40.7585572,-73.9865632,Starbucks,New York,NY,Unknown Street,0.0,0,13586_-24663
1098,40.7217666,-73.9921781,The Dutchess Tea House,New York,NY,Unknown Street,0.0,0,13573_-24665
1099,40.7494227,-73.9799574,Björk Cafe,New York,NY,Unknown Street,0.0,0,13583_-24660
1100,40.7136888,-73.993096,Modern Coffee House,New York,NY,East Broadway 105,0.0,0,13571_-24665
1101,40.7275652,-73.9826272,Blank Street Coffee,New York,NY,Avenue A 149,0.0,0,13575_-24661
1102,40.7379164,-73.9883261,Starbucks,New York,NY,Unknown Street,0.0,0,13579_-24663
1103,40.7292501,-73.9810072,Oasis Cafe,New York,NY,Unknown Street,0.0,0,13576_-24661
1104,40.7298281,-73.9805928,Cafe Joah,New York,NY,Unknown Street,0.0,0,13576_-24661
1105,40.7258246,-74.0012786,L.A. Burdick Handmade Chocolates,New York,NY,Prince Street 156,0.0,0,13575_-24668
1106,40.7211169,-73.9944719,Yours Truly Coffee,New York,NY,Spring Street 8,0.0,0,13573_-24665
1107,40.7218228,-73.9957101,Boba Guys,New York,NY,Spring Street 35,0.0,0,13573_-24666
1108,40.7220431,-73.9967564,Spring Lemon Tree,New York,NY,Spring Street 56,0.0,0,13574_-24666
1109,40.7224732,-73.9972411,The Green Room by Blank Street Coffee,New York,NY,Spring Street 63,0.0,0,13574_-24666
1110,40.729764,-73.9835016,Red Beard Bakery,New York,NY,1st Avenue 194,0.0,0,13576_-24662
1111,40.7900164,-73.9477263,Da blanca pizzeria,New York,NY,Lexington Avenue 1629,0.0,0,13596_-24650
1112,40.7507303,-73.9767376,Le Pain Quotidien,New York,NY,Lexington Avenue 370,0.0,0,13583_-24659
1113,40.7296464,-74.0018437,Pop Up Grocer,New York,NY,Bleecker Street 205,0.0,0,13576_-24668
1114,40.7531442,-73.974998,Angelina Bakery Grand Central,New York,NY,Lexington Avenue 450,0.0,0,13584_-24659
1115,40.7500475,-73.9860309,Angelina Bakery & Pizza,New York,NY,West 35th Street 41,0.0,0,13583_-24663
1116,40.7448189,-73.9821539,Sahola Cofee Shop,New York,NY,Unknown Street,0.0,0,13581_-24661
1117,40.7223663,-73.9950617,The Elk,New York,NY,Unknown Street,0.0,0,13574_-24666
1118,40.7647969,-73.9770797,Starbucks,New York,NY,6th Avenue 1411,0.0,0,13588_-24660
1119,40.7476794,-73.9927573,Le Pain Quotidien,New York,NY,Unknown Street,0.0,0,13582_-24665
1120,40.8033866,-73.9676206,Heytea,New York,NY,Broadway 2811,0.0,0,13601_-24656
1121,40.7640978,-73.9645088,Starbucks,New York,NY,3rd Avenue 1077,0.0,0,13588_-24655
1123,40.7321451,-74.0017362,amano cafe,New York,NY,West 4th Street 172,0.0,0,13577_-24668
1124,40.7323272,-74.0014905,The Coppola Cafe,New York,NY,West 4th Street 171,0.0,0,13577_-24668
1125,40.7235315,-73.9887809,Cafe La Fe,New York,NY,East 1st Street 70,0.0,0,13574_-24663
1126,40.7321479,-74.0038758,St. George Coffee,New York,NY,7th Avenue South 74,0.0,0,13577_-24668
1127,40.7517488,-73.9734989,Tap NYC,New York,NY,3rd Avenue 685,0.0,0,13583_-24658
1128,40.7562138,-73.9797686,Matto Espresso,New York,NY,Unknown Street,0.0,0,13585_-24660
1129,40.7402721,-74.0083044,Hector's Cafe and Diner,New York,NY,Washington Street 835,0.0,0,13580_-24670
1130,40.7538462,-73.9724468,10000 Coffee,New York,NY,3rd Avenue 750,0.0,0,13584_-24658
1131,40.7341459,-73.9923988,NewsBar,New York,NY,University Place 107,0.0,0,13578_-24665
1132,40.7229762,-73.9854532,A'more Cafe,New York,NY,Unknown Street,0.0,0,13574_-24662
1133,40.751535,-73.9736439,Starbucks,New York,NY,Unknown Street,0.0,0,13583_-24658
1134,40.7401843,-73.9953946,Telegraphe Café,New York,NY,West 18th Street 107,0.0,0,13580_-24666
1135,40.7259999,-73.9925835,12 Matcha,New York,NY,Bond Street 54,0.0,0,13575_-24665
1136,40.7165259,-73.9980761,Laankee,New York,NY,Unknown Street,0.0,0,13572_-24667
1137,40.7346739,-73.9909928,Capital One Café,New York,NY,Unknown Street,0.0,0,13578_-24664
1138,40.720665,-73.9959711,Gem,New York,NY,Mott Street 181,0.0,0,13573_-24666
1139,40.7533789,-73.9744178,Tiger Sugar,New York,NY,Unknown Street,0.0,0,13584_-24659
1140,40.7667053,-73.982032,Carharrt WIP Coffee Bar,New York,NY,West 57th Street 235,0.0,0,13588_-24661
1141,40.7309058,-73.9899035,Cafe 2by2,New York,NY,Unknown Street,0.0,0,13576_-24664
1142,40.7356607,-73.9923922,Jooy Tea Shoppe,New York,NY,East 14th Street 7,0.0,0,13578_-24665
1143,40.7177259,-73.9930447,Fruit Vanity,New York,NY,Unknown Street,0.0,0,13572_-24665
1144,40.7528993,-73.996922,Corner Eats,New York,NY,Unknown Street,0.0,0,13584_-24666
1145,40.7546617,-73.977442,Black Fox,New York,NY,Unknown Street,0.0,0,13584_-24660
1146,40.7567436,-73.982279,Ground Central,New York,NY,Unknown Street,0.0,0,13585_-24661
1147,40.7568873,-73.98349,Gumption Coffee,New York,NY,Unknown Street,0.0,0,13585_-24662
1148,40.7575283,-73.98419,T45,New York,NY,Unknown Street,0.0,0,13585_-24662
1149,40.757443,-73.9846875,Starbucks,New York,NY,Unknown Street,0.0,0,13585_-24662
1150,40.7407294,-73.9890957,Gumpton Coffee,New York,NY,Unknown Street,0.0,0,13580_-24664
1151,40.7558924,-73.9783736,Macchiato,New York,NY,Unknown Street,0.0,0,13585_-24660
1152,40.7434273,-73.9837129,Le café,New York,NY,Unknown Street,0.0,0,13581_-24662
1153,40.7548868,-73.9733484,Starbucks,New York,NY,Unknown Street,0.0,0,13584_-24658
1154,40.712842,-74.0156587,Mah Ze Dahr,New York,NY,Unknown Street,0.0,0,13570_-24672
1155,40.8489667,-73.9388443,Buunni Coffee,New York,NY,Unknown Street,0.0,0,13616_-24647
1156,40.7350209,-74.0062596,Joe & The Juice,New York,NY,Unknown Street,0.0,0,13578_-24669
1157,40.7516891,-73.9954367,Cha Cha Matcha,New York,NY,Unknown Street,0.0,0,13583_-24666
1159,40.7325403,-74.0038809,Joe & The Juice,New York,NY,Bleecker Street 304,0.0,0,13577_-24668
1160,40.776741,-73.9796743,Solid State Coffee,New York,NY,West 71st Street 104,0.0,0,13592_-24660
1161,40.763845,-73.9703726,Café Bilboquet,New York,NY,East 60th Street 26,0.0,0,13587_-24657
1162,40.727471,-73.982871,Village Crêperie,New York,NY,East 9th Street 445,0.0,0,13575_-24661
1163,40.7312645,-74.0028039,Arcane Estate Coffee,New York,NY,Unknown Street,0.0,0,13577_-24668
1164,40.7595812,-73.9735929,Starbucks,New York,NY,Unknown Street,0.0,0,13586_-24658
1165,40.7605509,-73.9675411,Dan Jones Coffee Bar,New York,NY,3rd Avenue 954,0.0,0,13586_-24656
1166,40.7637149,-73.9852986,Starbucks,New York,NY,Unknown Street,0.0,0,13587_-24662
1167,40.7534146,-73.9780533,The Clock,New York,NY,Vanderbilt Avenue 22,0.0,0,13584_-24660
1168,40.7624706,-73.983143,inerro,New York,NY,West 52nd Street 1668,0.0,0,13587_-24662
1169,40.7042942,-74.0094919,Pearl,New York,NY,Unknown Street,0.0,0,13568_-24670
1170,40.7736075,-73.9595127,Handcraft Coffee,New York,NY,East 77th Street 151,0.0,0,13591_-24654
1171,40.735567,-73.9893851,FIFTYLAN,New York,NY,Union Square East 32,0.0,0,13578_-24664
1172,40.7423136,-73.9795144,Current Coffee,New York,NY,Unknown Street,0.0,0,13580_-24660
1173,40.7285237,-73.9832612,From Lucie,New York,NY,East 10th Street 263,0.0,0,13576_-24662
1174,40.707305,-74.0137268,Ateaz Cafe,New York,NY,Greenwich Street 77,0.0,0,13569_-24672
1175,40.7808574,-73.9797415,Sote Coffee Roasters,New York,NY,West 76th Street 180,0.0,0,13593_-24660
1176,40.7256156,-74.0021423,ansā Micro Coffee Roastery,New York,NY,Thompson Street 101,0.0,0,13575_-24668
